Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category
2/12/24,Millennium Way Dental Stu,MILLENNIUM WAY DENTAL STUENOLA        PA,Dentist,-305.87,Posted,fixed_expenses,healthcare
2/11/24,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-21.6,Posted,fixed_expenses,pet
2/10/24,Amici Pizza,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-14.83,Posted,fixed_expenses,restaraunts
2/9/24,Mechani,MODWASH PA0503 MECHANI   MECHANICSBURGPA,Service & Parts,-25,Posted,fixed_expenses,transportation
2/9/24,iHerb.com,IHERB IHERB.COM dV4CI    IHERB.COM    CA,Health & Fitness,-30.6,Posted,misc_expenses,personal_care
2/9/24,Kohl's,KOHL'S #0337             MECHANICSBURGPA,Shopping,-81.62,Posted,misc_expenses,clothing
2/8/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Service & Parts,-15,Posted,fixed_expenses,transportation
2/8/24,Valley Bistro,TST* VALLEY BISTRO       ENOLA        PA,Restaurants,-19.24,Posted,fixed_expenses,restaraunts
2/7/24,Millennium Way Dental Stu,MILLENNIUM WAY DENTAL STUENOLA        PA,Dentist,-66.95,Posted,fixed_expenses,healthcare
2/6/24,Sheetz,SHEETZ 0527   00005272   MechanicsburgPA,Gas,-33.29,Posted,fixed_expenses,transportation
2/6/24,DSW,DSW.                     866-3797463  OH,Clothing,-49.99,Posted,misc_expenses,clothing
2/6/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-55.79,Posted,fixed_expenses,transportation
2/6/24,Plaza Azteca Mechanicsbur,PLAZA AZTECA MECHANICSBURMECHANICSBURGPA,Restaurants,-63.77,Posted,fixed_expenses,restaraunts
2/6/24,JCPenney,JCPENNEY.COM             JCPENNEY.COM OH,Shopping,-106.8,Posted,misc_expenses,clothing
2/5/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,4401.75,Posted,misc_expenses,usaa_credit_card
2/5/24,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-26.45,Posted,fixed_expenses,groceries
2/5/24,DSW,DSW.                     866-3797463  OH,Clothing,-49.99,Posted,misc_expenses,clothing
2/5/24,Macy's,MACYS MARKETPLACE        800-289-6229 OH,Shopping,-72,Posted,misc_expenses,clothing
2/5/24,Macy's,MACYS MARKETPLACE        800-289-6229 OH,Shopping,-72,Posted,misc_expenses,clothing
2/3/24,Costco,COSTCO WHSE #0327        HARRISBURG   PA,Shopping,-2.84,Posted,fixed_expenses,groceries
2/3/24,DSW,DSW.                     866-3797463  OH,Clothing,-98.99,Posted,misc_expenses,clothing
2/3/24,Costco,COSTCO WHSE #0327        HARRISBURG   PA,Shopping,-169.79,Posted,fixed_expenses,groceries
2/2/24,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-13.76,Posted,fixed_expenses,restaraunts
2/2/24,Oxo,OXO                      HTTPSWWW.OXO.TX,Furnishings,-34.94,Posted,misc_expenses,miscellaneous
2/2/24,DSW,DSW.                     866-3797463  OH,Clothing,-49.99,Posted,misc_expenses,clothing
2/2/24,"The Mane Studio, Llc","SQ *THE MANE STUDIO, LLC MechanicsburgPA",Hair,-172.5,Posted,misc_expenses,personal_care
2/1/24,Little Caesars,LITTLE CAESARS 3717-0002 717-241-5558 PA,Fast Food,-7.41,Posted,fixed_expenses,restaraunts
2/1/24,Panera Bread,PANERA BREAD #601155 O   717-766-3960 PA,Fast Food,-16.17,Posted,fixed_expenses,restaraunts
2/1/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-17.15,Posted,fixed_expenses,healthcare
2/1/24,Panera Bread,PANERA BREAD #601155 O   717-766-3960 PA,Fast Food,-17.36,Posted,fixed_expenses,restaraunts
1/31/24,Tan and Garcia Pediatrics,TAN AND GARCIA PEDIATRICSENOLA        PA,Doctor,-103.53,Posted,fixed_expenses,healthcare
1/30/24,Giant Food,GIANT 6331               MECHANICSBURGPA,Groceries,-8.98,Posted,fixed_expenses,groceries
1/30/24,Warner Chiropractic Care,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare
1/30/24,Macy's,MACYS  CAPITAL CITY      CAMP HILL    PA,Clothing,-169,Posted,misc_expenses,clothing
1/29/24,Sheetz,SHEETZ 0426   00004267   CARLISLE     PA,Gas,-2.86,Posted,fixed_expenses,transportation
1/29/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-6.72,Posted,fixed_expenses,healthcare
1/29/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-9.99,Posted,misc_expenses,miscellaneous
1/29/24,Carlisle Barracks Afb,CARLISLE BARRACKS AFB    192-92652995 NY,Hair,-17.4,Posted,misc_expenses,personal_care
1/29/24,Sheetz,SHEETZ 0426   00004267   CARLISLE     PA,Gas,-21.2,Posted,fixed_expenses,transportation
1/29/24,Hobby Lobby,HOBBY-LOBBY #823         MECHANICSBURGPA,Hobbies,-21.48,Posted,misc_expenses,miscellaneous
1/29/24,Marshalls,MARSHALLS #834           MECHANICSBURGPA,Clothing,-24.99,Posted,misc_expenses,clothing
1/29/24,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts
1/29/24,PetSmart,PETSMART # 0583          MECHANICSBURGPA,Pet Food & Supplies,-99,Posted,fixed_expenses,pet
1/28/24,Amazon Ret,AMAZON RET* 111-162693   WWW.AMAZON.COWA,Shopping,-13.54,Posted,misc_expenses,miscellaneous
1/28/24,Michaels,MICHAELS STORES 2754     CAMP HILL    PA,Hobbies,-14.82,Posted,misc_expenses,miscellaneous
1/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
1/28/24,Amazon,AMZN Mktp US*R29S67ZH0   Amzn.com/billWA,Shopping,-27.97,Posted,misc_expenses,miscellaneous
1/28/24,Daily Harvest,DAILY HARVEST            HTTPSWWW.DAILNY,Groceries,-188.89,Posted,fixed_expenses,groceries
1/27/24,Meadowbrooke Gourds,MEADOWBROOKE GOURDS      CARLISLE     PA,Shopping,-42.47,Posted,misc_expenses,miscellaneous
1/27/24,Meadowbrooke Gourds,MEADOWBROOKE GOURDS      CARLISLE     PA,Shopping,-102.83,Posted,misc_expenses,miscellaneous
1/27/24,Giant Food,GIANT 6005               MECHANICSBURGPA,Groceries,-172.08,Posted,fixed_expenses,groceries
1/26/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-52.92,Posted,fixed_expenses,transportation
1/26/24,MyEyeDr.,MYEYEDR  210794 PA-CARPKEMECHANICSBURGPA,Eyecare,-756,Posted,fixed_expenses,healthcare
1/25/24,Sky Zone,Sky Zone Harrisburg      MechanicsburgPA,Entertainment,-78.62,Posted,misc_expenses,entertainment
1/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-212.41,Posted,fixed_expenses,internet_cellular
1/23/24,Ulta Beauty,ULTA #246                MECHANICSBURGPA,Personal Care,67.18,Posted,misc_expenses,personal_care
1/23/24,Aldi,ALDI 71146               MECHANICSBURGPA,Groceries,-16.31,Posted,fixed_expenses,groceries
1/23/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-38.27,Posted,fixed_expenses,transportation
1/21/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,53.74,Posted,misc_expenses,miscellaneous
1/21/24,Apple,APPLE.COM/BILL           800-275-2273 CA,Entertainment,-3.21,Posted,misc_expenses,miscellaneous
1/21/24,Wegmans,WEGMANS #45              MECHANICSBURGPA,Groceries,-121.65,Posted,fixed_expenses,groceries
1/20/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-1.99,Posted,misc_expenses,miscellaneous
1/20/24,Comcast,"COMCAST THREERIVERS,PA   800-COMCAST  PA",Utilities,-39.99,Posted,fixed_expenses,internet_cellular
1/20/24,Apple,APPLE.COM/BILL           800-275-2273 CA,Entertainment,-85.99,Posted,misc_expenses,miscellaneous
1/20/24,Icp Central Pa Gymnastics,ICP*Central PA Gymnastics717-7661030  PA,Education,-86,Posted,misc_expenses,miscellaneous
1/18/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Entertainment,-53.74,Posted,misc_expenses,miscellaneous
1/18/24,MyEyeDr.,MYEYEDR  210794 PA-CARPKEMECHANICSBURGPA,Eyecare,-108,Posted,fixed_expenses,healthcare
1/17/24,Independent,INDEPENDENT TRADING CO   949-3669911  CA,Clothing,50,Posted,misc_expenses,clothing
1/16/24,Amici Pizza,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-17.48,Posted,fixed_expenses,restaraunts
1/16/24,Warner Chiropractic Care,WARNER CHIROPRACTIC CARE MECHANICSBURGPA,Doctor,-52.91,Posted,fixed_expenses,healthcare
1/15/24,Prince Street Cafe -,SQ *PRINCE STREET CAFE - Lancaster    PA,Food & Dining,-41.56,Posted,fixed_expenses,restaraunts
1/15/24,Tiny Town,TINY TOWN                717-947-7350 PA,Entertainment,-75,Posted,misc_expenses,entertainment
1/14/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-10.3,Posted,fixed_expenses,healthcare
1/14/24,Miseno Risto Pub,MISENO RISTO PUB         CARLISLE     PA,Alcohol & Bars,-98.84,Posted,fixed_expenses,restaraunts
1/13/24,Batch,SQ *BATCH                lemoyne      PA,Groceries,-6.5,Posted,fixed_expenses,groceries
1/13/24,Casero's,SQ *CASERO'S             Lemoyne      PA,Groceries,-8.5,Posted,fixed_expenses,groceries
1/13/24,Mezza Cafe,SQ *MEZZA CAFE           Lemoyne      PA,Food & Dining,-10.99,Posted,fixed_expenses,restaraunts
1/12/24,Giant Fuel,GIANT FUEL 6005          MECHANICSBURGPA,Gas,-18.79,Posted,fixed_expenses,transportation
1/12/24,Giant Food,GIANT 6005               MECHANICSBURGPA,Groceries,-242.27,Posted,fixed_expenses,groceries
