Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category,key,month
2024-07-30,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5422.82,Posted,income,jeff_pay,Defense Finance and Accounting Service_5422.82_7/30/24,2024-07
2024-07-26,Midland National Life Insurance,MIDLAND NATIONAL INSURANCE  ***********1874,Life Insurance,-195.8,Posted,fixed_expenses,insurance,Midland National Life Insurance_-195.8_7/26/24,2024-07
2024-07-25,Target,TARGET DEBIT CRD ACH TRAN   ***********0184,Shopping,-21.53,Posted,misc_expenses,miscellaneous,Target_-21.53_7/25/24,2024-07
2024-07-23,Target,TARGET DEBIT CRD ACH TRAN   ***********0184,Shopping,-15.68,Posted,misc_expenses,miscellaneous,Target_-15.68_7/23/24,2024-07
2024-07-22,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-171.35,Posted,misc_expenses,miscellaneous,Target_-171.35_7/22/24,2024-07
2024-07-17,Target,TARGET DEBIT CRD ACH TRAN   ***********0179,Shopping,-90.61,Posted,misc_expenses,miscellaneous,Target_-90.61_7/17/24,2024-07
2024-07-17,Zelle Transfer to Lauren,Zelle: Lauren,Transfer,-105,Posted,misc_expenses,child_care,Zelle Transfer to Lauren_-105_7/17/24,2024-07
2024-07-17,Dominion Energy,DOMINION ENERGY  BILLPAY    ***********7814,Bills & Utilities,-166.73,Posted,fixed_expenses,housing_utilities,Dominion Energy_-166.73_7/17/24,2024-07
2024-07-17,Dominion Energy,DOMINION ENERGY  BILLPAY    ***********7814,Bills & Utilities,-544.16,Posted,fixed_expenses,housing_utilities,Dominion Energy_-544.16_7/17/24,2024-07
2024-07-17,Chase Credit Card,CHASE CREDIT CRD EPAY       ***********3428,Credit Card Payment,-583.42,Posted,misc_expenses,chase_credit_card,Chase Credit Card_-583.42_7/17/24,2024-07
2024-07-16,Interest Paid,INTEREST PAID,Interest Income,0.06,Posted,income,miscellaneous,Interest Paid_0.06_7/16/24,2024-07
2024-07-15,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-147.08,Posted,misc_expenses,miscellaneous,Target_-147.08_7/15/24,2024-07
2024-07-15,ICPayment,ICPAYMENT,Transfer,-814.04,Posted,fixed_expenses,transportation,ICPayment_-814.04_7/15/24,2024-07
2024-07-15,USAA Transfer,USAA FUNDS TRANSFER DB,Transfer,-3200,Posted,fixed_expenses,housing_utilities,USAA Transfer_-3200_7/15/24,2024-07
2024-07-11,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5422.86,Posted,income,jeff_pay,Defense Finance and Accounting Service_5422.86_7/11/24,2024-07
2024-07-03,USAA Property and Casualty Insurance,USAA P&C         AUTOPAY    ***********3049,Financial,-18.3,Posted,fixed_expenses,insurance,USAA Property and Casualty Insurance_-18.3_7/3/24,2024-07
2024-07-03,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-154.11,Posted,misc_expenses,miscellaneous,Target_-154.11_7/3/24,2024-07
2024-06-27,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5422.82,Posted,income,jeff_pay,Defense Finance and Accounting Service_5422.82_6/27/24,2024-06
2024-06-24,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-68.2,Posted,misc_expenses,miscellaneous,Target_-68.2_6/24/24,2024-06
2024-06-21,Target,TARGET DEBIT CRD ACH TRAN   ***********0173,Shopping,-22.15,Posted,misc_expenses,miscellaneous,Target_-22.15_6/21/24,2024-06
2024-06-20,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-70.49,Posted,misc_expenses,miscellaneous,Target_-70.49_6/20/24,2024-06
2024-06-17,ICPayment,ICPAYMENT,Transfer,-814.04,Posted,fixed_expenses,transportation,ICPayment_-814.04_6/17/24,2024-06
2024-06-17,USAA Transfer,USAA FUNDS TRANSFER DB,Transfer,-3200,Posted,fixed_expenses,housing_utilities,USAA Transfer_-3200_6/17/24,2024-06
2024-06-14,Interest Paid,INTEREST PAID,Interest Income,0.05,Posted,income,miscellaneous,Interest Paid_0.05_6/14/24,2024-06
2024-06-12,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5422.86,Posted,income,jeff_pay,Defense Finance and Accounting Service_5422.86_6/12/24,2024-06
2024-06-04,USAA Property and Casualty Insurance,USAA P&C         AUTOPAY    ***********3049,Financial,-188.26,Posted,fixed_expenses,insurance,USAA Property and Casualty Insurance_-188.26_6/4/24,2024-06
2024-06-03,Zelle Transfer to Geffers,Zelle:  Geffers,Transfer,-54,Posted,misc_expenses,child_care,Zelle Transfer to Geffers_-54_6/3/24,2024-06
2024-05-31,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,35.02,Posted,misc_expenses,miscellaneous,Target_35.02_5/31/24,2024-05
2024-05-31,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-11.98,Posted,misc_expenses,miscellaneous,Target_-11.98_5/31/24,2024-05
2024-05-31,Zelle Transfer to Geffers,Zelle:  Geffers,Transfer,-54,Posted,misc_expenses,child_care,Zelle Transfer to Geffers_-54_5/31/24,2024-05
2024-05-31,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-105.5,Posted,misc_expenses,miscellaneous,Target_-105.5_5/31/24,2024-05
2024-05-31,USAA Transfer,USAA FUNDS TRANSFER DB,Transfer,-2773,Posted,fixed_expenses,housing_utilities,USAA Transfer_-2773_5/31/24,2024-05
2024-05-29,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5422.82,Posted,income,jeff_pay,Defense Finance and Accounting Service_5422.82_5/29/24,2024-05
2024-05-29,Nordstrom,NORDSTROM        TRANS      ***********9818,Shopping,16.93,Posted,misc_expenses,clothing,Nordstrom_16.93_5/29/24,2024-05
2024-05-28,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,35.61,Posted,misc_expenses,miscellaneous,Target_35.61_5/28/24,2024-05
2024-05-28,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,25.18,Posted,misc_expenses,miscellaneous,Target_25.18_5/28/24,2024-05
2024-05-28,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-175,Posted,misc_expenses,miscellaneous,Target_-175_5/28/24,2024-05
2024-05-28,Target,TARGET DEBIT CRD ACH TRAN   ***********0170,Shopping,-281.95,Posted,misc_expenses,miscellaneous,Target_-281.95_5/28/24,2024-05
2024-05-24,Federal Payment,3801000000000000 FED PAYMNT ***********0000,Income,365.75,Posted,income,jeff_pay,Federal Payment_365.75_5/24/24,2024-05
2024-05-22,Chase Credit Card,CHASE CREDIT CRD EPAY       ***********8670,Credit Card Payment,-946.56,Posted,misc_expenses,chase_credit_card,Chase Credit Card_-946.56_5/22/24,2024-05
2024-05-21,Zelle Transfer to Geffers,Zelle:  Geffers,Transfer,-54,Posted,misc_expenses,child_care,Zelle Transfer to Geffers_-54_5/21/24,2024-05
2024-05-17,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,25.18,Posted,misc_expenses,miscellaneous,Target_25.18_5/17/24,2024-05
2024-05-17,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-28.33,Posted,misc_expenses,miscellaneous,Target_-28.33_5/17/24,2024-05
2024-05-17,Zelle Transfer to Geffers,Zelle:  Geffers,Transfer,-54,Posted,misc_expenses,child_care,Zelle Transfer to Geffers_-54_5/17/24,2024-05
2024-05-16,Interest Paid,INTEREST PAID,Interest Income,0.05,Posted,income,miscellaneous,Interest Paid_0.05_5/16/24,2024-05
2024-05-15,ICPayment,ICPAYMENT,Transfer,-814.04,Posted,fixed_expenses,transportation,ICPayment_-814.04_5/15/24,2024-05
2024-05-14,Target,TARGET DEBIT CRD ACH TRAN   ***********0070,Shopping,-25.18,Posted,misc_expenses,miscellaneous,Target_-25.18_5/14/24,2024-05
2024-05-14,Nordstrom,NORDSTROM        TRANS      ***********7455,Shopping,-144.06,Posted,misc_expenses,clothing,Nordstrom_-144.06_5/14/24,2024-05
2024-05-13,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5422.86,Posted,income,jeff_pay,Defense Finance and Accounting Service_5422.86_5/13/24,2024-05
2024-05-13,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-40.48,Posted,misc_expenses,miscellaneous,Target_-40.48_5/13/24,2024-05
2024-05-06,ATM Fee Rebate,ATM REBATE,Atm Fee,4,Posted,income,miscellaneous,ATM Fee Rebate_4_5/6/24,2024-05
2024-05-06,Zelle Transfer from Makayla,Zelle: Makayla,Income,1,Posted,misc_expenses,miscellaneous,Zelle Transfer from Makayla_1_5/6/24,2024-05
2024-05-06,Zelle Transfer to Geffers,Zelle:  Geffers,Transfer,-1,Posted,misc_expenses,child_care,Zelle Transfer to Geffers_-1_5/6/24,2024-05
2024-05-06,Zelle Transfer to Makayla,Zelle: Makayla,Transfer,-1,Posted,misc_expenses,child_care,Zelle Transfer to Makayla_-1_5/6/24,2024-05
2024-05-06,Bank of America Virginia Beacva,BANK OF AMERICA          VIRGINIA BEACVA,Cash,-24,Posted,misc_expenses,miscellaneous,Bank of America Virginia Beacva_-24_5/6/24,2024-05
2024-05-06,Zelle Transfer to Geffers,Zelle:  Geffers,Transfer,-54,Posted,misc_expenses,child_care,Zelle Transfer to Geffers_-54_5/6/24,2024-05
2024-05-06,USAA Transfer,USAA FUNDS TRANSFER DB,Transfer,-2700,Posted,fixed_expenses,housing_utilities,USAA Transfer_-2700_5/6/24,2024-05
2024-05-03,USAA Property and Casualty Insurance,USAA P&C         AUTOPAY    ***********3049,Financial,-188.26,Posted,fixed_expenses,insurance,USAA Property and Casualty Insurance_-188.26_5/3/24,2024-05
2024-04-29,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5432.42,Posted,income,jeff_pay,Defense Finance and Accounting Service_5432.42_4/29/24,2024-04
2024-04-29,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-118.16,Posted,misc_expenses,miscellaneous,Target_-118.16_4/29/24,2024-04
2024-04-26,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-69.65,Posted,misc_expenses,miscellaneous,Target_-69.65_4/26/24,2024-04
2024-04-25,Mobile Deposit,DEPOSIT@MOBILE,Income,97.6,Posted,income,miscellaneous,Mobile Deposit_97.6_4/25/24,2024-04
2024-04-25,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,7.05,Posted,misc_expenses,miscellaneous,Target_7.05_4/25/24,2024-04
2024-04-22,Mobile Deposit,DEPOSIT@MOBILE,Income,46.2,Posted,income,miscellaneous,Mobile Deposit_46.2_4/22/24,2024-04
2024-04-22,Chase Credit Card,CHASE CREDIT CRD EPAY       ***********8987,Credit Card Payment,-699.83,Posted,misc_expenses,chase_credit_card,Chase Credit Card_-699.83_4/22/24,2024-04
2024-04-17,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,65.91,Posted,misc_expenses,miscellaneous,Target_65.91_4/17/24,2024-04
2024-04-17,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-6.43,Posted,misc_expenses,miscellaneous,Target_-6.43_4/17/24,2024-04
2024-04-16,Interest Paid,INTEREST PAID,Interest Income,0.03,Posted,income,miscellaneous,Interest Paid_0.03_4/16/24,2024-04
2024-04-15,Defense Finance and Accounting Service,DFAS-CLEVELAND    IATS PAY  ***********1645,Paycheck,6222.17,Posted,income,jeff_pay,Defense Finance and Accounting Service_6222.17_4/15/24,2024-04
2024-04-15,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,32.12,Posted,misc_expenses,miscellaneous,Target_32.12_4/15/24,2024-04
2024-04-15,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-172.81,Posted,misc_expenses,miscellaneous,Target_-172.81_4/15/24,2024-04
2024-04-15,ICPayment,ICPAYMENT,Transfer,-814.04,Posted,fixed_expenses,transportation,ICPayment_-814.04_4/15/24,2024-04
2024-04-11,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,5410.86,Posted,income,jeff_pay,Defense Finance and Accounting Service_5410.86_4/11/24,2024-04
2024-04-11,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,26.17,Posted,misc_expenses,miscellaneous,Target_26.17_4/11/24,2024-04
2024-04-11,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-5.04,Posted,misc_expenses,miscellaneous,Target_-5.04_4/11/24,2024-04
2024-04-11,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-240.63,Posted,misc_expenses,miscellaneous,Target_-240.63_4/11/24,2024-04
2024-04-10,Virginia Beacva,TGC60008                 VIRGINIA BEACVA,Cash,-300,Posted,misc_expenses,miscellaneous,Virginia Beacva_-300_4/10/24,2024-04
2024-04-08,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-65.89,Posted,misc_expenses,miscellaneous,Target_-65.89_4/8/24,2024-04
2024-04-03,USAA Property and Casualty Insurance,USAA P&C         AUTOPAY    ***********3049,Financial,-188.26,Posted,fixed_expenses,insurance,USAA Property and Casualty Insurance_-188.26_4/3/24,2024-04
2024-04-02,Taste Bayville F Virginia Beac,TST* TASTE - BAYVILLE F  Virginia BeacVA,Restaurants,-3.67,Posted,fixed_expenses,restaraunts,Taste Bayville F Virginia Beac_-3.67_4/2/24,2024-04
2024-04-02,Taste Bayville F Virginia Beac,TST* TASTE - BAYVILLE F  Virginia BeacVA,Restaurants,-33.71,Posted,fixed_expenses,restaraunts,Taste Bayville F Virginia Beac_-33.71_4/2/24,2024-04
2024-04-02,Target,TARGET DEBIT CRD ACH TRAN   ***********2770,Shopping,-191.57,Posted,misc_expenses,miscellaneous,Target_-191.57_4/2/24,2024-04
2024-03-28,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,3946.82,Posted,income,jeff_pay,Defense Finance and Accounting Service_3946.82_3/28/24,2024-03
2024-03-27,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-39.13,Posted,misc_expenses,miscellaneous,Target_-39.13_3/27/24,2024-03
2024-03-26,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-76.69,Posted,misc_expenses,miscellaneous,Target_-76.69_3/26/24,2024-03
2024-03-26,Check #1647,CHECK # 0000001647,Check,-112.61,Posted,misc_expenses,miscellaneous,Check #1647_-112.61_3/26/24,2024-03
2024-03-25,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-101.85,Posted,misc_expenses,miscellaneous,Target_-101.85_3/25/24,2024-03
2024-03-25,Brightwheel,BRGHTWHL* Herita BRGHTWHL*  ***********E9X4,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_3/25/24,2024-03
2024-03-21,PayPal Purchase,PAYPAL           INST XFER  ***********DROO,Uncategorized,-30,Posted,misc_expenses,miscellaneous,PayPal Purchase_-30_3/21/24,2024-03
2024-03-21,Chase Credit Card,CHASE CREDIT CRD EPAY       ***********0992,Credit Card Payment,-591.84,Posted,misc_expenses,chase_credit_card,Chase Credit Card_-591.84_3/21/24,2024-03
2024-03-19,Brightwheel,brightwheel      BRGHTWHL*  ***********L3N7,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_3/19/24,2024-03
2024-03-18,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,4.95,Posted,misc_expenses,miscellaneous,Target_4.95_3/18/24,2024-03
2024-03-18,Panera Bread,PANERA BREAD #601155 K   MECHANICSBURGPA,Fast Food,-33.64,Posted,fixed_expenses,restaraunts,Panera Bread_-33.64_3/18/24,2024-03
2024-03-18,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-50.64,Posted,misc_expenses,miscellaneous,Target_-50.64_3/18/24,2024-03
2024-03-15,Interest Paid,INTEREST PAID,Interest Income,0.02,Posted,income,miscellaneous,Interest Paid_0.02_3/15/24,2024-03
2024-03-15,ICPayment,ICPAYMENT,Transfer,-814.04,Posted,fixed_expenses,transportation,ICPayment_-814.04_3/15/24,2024-03
2024-03-13,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,3946.86,Posted,income,jeff_pay,Defense Finance and Accounting Service_3946.86_3/13/24,2024-03
2024-03-12,Brightwheel,brightwheel      BRGHTWHL*  ***********B2X9,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_3/12/24,2024-03
2024-03-08,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-140.55,Posted,misc_expenses,miscellaneous,Target_-140.55_3/8/24,2024-03
2024-03-07,USAA Transfer,USAA FUNDS TRANSFER DB,Transfer,-1,Posted,misc_expenses,savings,USAA Transfer_-1_3/7/24,2024-03
2024-03-05,Brightwheel,brightwheel      BRGHTWHL*  ***********I2L3,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_3/5/24,2024-03
2024-03-05,USAA Property and Casualty Insurance,USAA P&C         AUTOPAY    ***********3049,Financial,-188.26,Posted,fixed_expenses,insurance,USAA Property and Casualty Insurance_-188.26_3/5/24,2024-03
2024-03-04,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-86.4,Posted,misc_expenses,miscellaneous,Target_-86.4_3/4/24,2024-03
2024-02-28,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,3809.35,Posted,income,jeff_pay,Defense Finance and Accounting Service_3809.35_2/28/24,2024-02
2024-02-27,Brightwheel,brightwheel      BRGHTWHL*  ***********K7D9,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_2/27/24,2024-02
2024-02-26,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,66.18,Posted,misc_expenses,miscellaneous,Target_66.18_2/26/24,2024-02
2024-02-26,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-121.64,Posted,misc_expenses,miscellaneous,Target_-121.64_2/26/24,2024-02
2024-02-21,ATM Fee Rebate,ATM REBATE,Atm Fee,2.99,Posted,income,miscellaneous,ATM Fee Rebate_2.99_2/21/24,2024-02
2024-02-21,Belco Community Carlimechanicsburgpa,BELCO COMMUNITY5304 CARLIMECHANICSBURGPA,Cash,-22.99,Posted,misc_expenses,miscellaneous,Belco Community Carlimechanicsburgpa_-22.99_2/21/24,2024-02
2024-02-20,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,84.17,Posted,misc_expenses,miscellaneous,Target_84.17_2/20/24,2024-02
2024-02-20,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-156.22,Posted,misc_expenses,miscellaneous,Target_-156.22_2/20/24,2024-02
2024-02-20,Brightwheel,brightwheel      BRGHTWHL*  ***********V0H7,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_2/20/24,2024-02
2024-02-16,Interest Paid,INTEREST PAID,Interest Income,0.01,Posted,income,miscellaneous,Interest Paid_0.01_2/16/24,2024-02
2024-02-15,ICPayment,ICPAYMENT,Transfer,-814.04,Posted,fixed_expenses,transportation,ICPayment_-814.04_2/15/24,2024-02
2024-02-13,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,3809.39,Posted,income,jeff_pay,Defense Finance and Accounting Service_3809.39_2/13/24,2024-02
2024-02-13,Brightwheel,brightwheel      BRGHTWHL*  ***********O9K8,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_2/13/24,2024-02
2024-02-12,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-130.9,Posted,misc_expenses,miscellaneous,Target_-130.9_2/12/24,2024-02
2024-02-06,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-155.1,Posted,misc_expenses,miscellaneous,Target_-155.1_2/6/24,2024-02
2024-02-06,Brightwheel,brightwheel      BRGHTWHL*  ***********G1J6,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_2/6/24,2024-02
2024-02-05,USAA Property and Casualty Insurance,USAA P&C         AUTOPAY    ***********3049,Financial,-193.32,Posted,fixed_expenses,insurance,USAA Property and Casualty Insurance_-193.32_2/5/24,2024-02
2024-01-30,Defense Finance and Accounting Service,DFAS-CLEVELAND   NAVY ACT   ***********1645,Paycheck,3809.34,Posted,income,jeff_pay,Defense Finance and Accounting Service_3809.34_1/30/24,2024-01
2024-01-30,Brightwheel,brightwheel      BRGHTWHL*  ***********Y1A5,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_1/30/24,2024-01
2024-01-23,Brightwheel,brightwheel      BRGHTWHL*  ***********E4G8,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_1/23/24,2024-01
2024-01-22,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-32.41,Posted,misc_expenses,miscellaneous,Target_-32.41_1/22/24,2024-01
2024-01-22,Target,TARGET DEBIT CRD ACH TRAN   ***********2202,Shopping,-262.34,Posted,misc_expenses,miscellaneous,Target_-262.34_1/22/24,2024-01
2024-01-19,Chase Credit Card,CHASE CREDIT CRD EPAY       ***********9402,Credit Card Payment,-574.92,Posted,misc_expenses,chase_credit_card,Chase Credit Card_-574.92_1/19/24,2024-01
2024-01-16,Interest Paid,INTEREST PAID,Interest Income,0.03,Posted,income,miscellaneous,Interest Paid_0.03_1/16/24,2024-01
2024-01-16,Brightwheel,brightwheel      BRGHTWHL*  ***********G3X5,Babysitter & Daycare,-186.37,Posted,fixed_expenses,education,Brightwheel_-186.37_1/16/24,2024-01
2024-01-16,ICPayment,ICPAYMENT,Transfer,-814.04,Posted,fixed_expenses,transportation,ICPayment_-814.04_1/16/24,2024-01
2024-01-16,IRS Tax Payment,IRS              USATAXPYMT ***********4831,Federal Tax,-2000,Posted,fixed_expenses,taxes,IRS Tax Payment_-2000_1/16/24,2024-01
2025-01-15,USAA Transfer,USAA FUNDS TRANSFER CR,Transfer,1100,Posted,savings,NA,USAA Transfer_1100_1/15/25,2025-01
2025-01-09,Mobile Deposit,DEPOSIT@MOBILE,Income,507,Posted,savings,NA,Mobile Deposit_507_1/9/25,2025-01
2025-01-07,Vanguard,VANGUARD BUY     INVESTMENT ***********3619,Buy,-500,Posted,investment,NA,Vanguard_-500_1/7/25,2025-01
2025-01-03,Department of Education,DEPT EDUCATION   STUDENT LN ***********0000,Student Loan,-114.45,Posted,fixed_expenses,NA,Department of Education_-114.45_1/3/25,2025-01
